172.71.155.58 - - [07/Jul/2026:02:25:46 +0000] "GET /projects/new?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 137 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.71.111.73 - - [07/Jul/2026:02:25:46 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.71.111.73 - - [07/Jul/2026:02:25:46 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.71.111.132 - - [07/Jul/2026:02:25:46 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.71.155.58 - - [07/Jul/2026:02:25:46 +0000] "GET /templates?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 134 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.71.155.58 - - [07/Jul/2026:02:25:46 +0000] "GET /training-pages?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 139 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.71.155.58 - - [07/Jul/2026:02:25:46 +0000] "GET /targets?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 132 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.71.111.73 - - [07/Jul/2026:02:25:46 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.71.155.58 - - [07/Jul/2026:02:25:46 +0000] "GET /security-education/contents?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 149 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.71.111.73 - - [07/Jul/2026:02:25:47 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.71.111.73 - - [07/Jul/2026:02:25:47 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.71.155.58 - - [07/Jul/2026:02:25:47 +0000] "GET /reports/settings?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 140 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.71.155.58 - - [07/Jul/2026:02:25:47 +0000] "GET /admin/smtp?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 135 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.71.111.73 - - [07/Jul/2026:02:25:49 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.71.155.58 - - [07/Jul/2026:02:25:49 +0000] "GET /settings/general?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 153 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.71.155.58 - - [07/Jul/2026:02:25:50 +0000] "GET /logout HTTP/2.0" 307 0 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
141.101.85.86 - - [07/Jul/2026:02:25:51 +0000] "POST /logout/callback HTTP/2.0" 405 0 "-" "Java/21.0.11"
172.71.155.58 - - [07/Jul/2026:02:25:51 +0000] "GET /logout/callback?state=IejJpijTn5pzlFAmJ_ecsL7IVsgF9DJPI4qw5-RlNv0 HTTP/2.0" 307 0 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.71.155.58 - - [07/Jul/2026:02:25:51 +0000] "GET /login?reason=logout HTTP/2.0" 200 3362 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
94.26.88.19 - - [07/Jul/2026:02:56:32 +0000] "GET / HTTP/1.1" 400 246 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:76.0) Gecko/20100101 Firefox/76.0"
172.69.134.203 - - [07/Jul/2026:03:11:08 +0000] "GET / HTTP/2.0" 307 40 "http://app-stage.phishsense.cloud" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
162.158.167.156 - - [07/Jul/2026:03:11:09 +0000] "GET /login HTTP/2.0" 200 3327 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1"
205.210.31.5 - - [07/Jul/2026:03:28:42 +0000] "GET / HTTP/1.1" 400 246 "-" "Hello from Palo Alto Networks, find out more about our scans in https://docs-cortex.paloaltonetworks.com/r/1/Cortex-Xpanse/Scanning-activity"
165.22.244.170 - - [07/Jul/2026:03:38:13 +0000] "GET / HTTP/1.1" 400 246 "-" "Go-http-client/1.1"
172.71.111.63 - - [07/Jul/2026:03:40:43 +0000] "POST /logout/callback HTTP/2.0" 405 0 "-" "Java/21.0.11"
172.70.207.149 - - [07/Jul/2026:03:42:54 +0000] "GET / HTTP/2.0" 307 40 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.207.149 - - [07/Jul/2026:03:42:55 +0000] "GET /login HTTP/2.0" 200 3327 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.214.50 - - [07/Jul/2026:03:42:55 +0000] "GET /_next/static/css/c20e25a197e8a5cb.css HTTP/2.0" 200 19200 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
104.23.251.186 - - [07/Jul/2026:03:42:55 +0000] "GET /_next/static/css/d4f754ff4a1ed3ae.css HTTP/2.0" 200 10280 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
104.23.251.100 - - [07/Jul/2026:03:42:55 +0000] "GET /_next/static/chunks/4bd1b696-100b9d70ed4e49c1.js HTTP/2.0" 200 54364 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.206.95 - - [07/Jul/2026:03:42:55 +0000] "GET /_next/static/chunks/webpack-e1718486d957fb78.js HTTP/2.0" 200 1759 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
104.23.251.196 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/1255-eae4096fb21f1304.js HTTP/2.0" 200 46102 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.215.76 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/2266-d4716ba859fc88e7.js HTTP/2.0" 200 7813 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.64.217.10 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/app/login/page-ae3dce259b32fdca.js HTTP/2.0" 200 1324 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
162.158.90.101 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/8016-44fbe146b5d5083f.js HTTP/2.0" 200 4677 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.69.33.30 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/5707-db311c8fa00aafb3.js HTTP/2.0" 200 7959 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.206.54 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/3326-a618b35f015af992.js HTTP/2.0" 200 42742 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.64.217.96 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/main-app-f3336e172256d2ab.js HTTP/2.0" 200 572 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.206.157 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/8234-d8ae783c784d6768.js HTTP/2.0" 200 9428 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.206.141 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/4657-cb51859a325fccdf.js HTTP/2.0" 200 10479 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.214.37 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/4193-a6ee8a8bd3560102.js HTTP/2.0" 200 2576 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
162.158.187.145 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/2619-04bc32f026a0d946.js HTTP/2.0" 200 3406 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.215.32 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/1461-619e0cc2886f97c9.js HTTP/2.0" 200 3640 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.207.152 - - [07/Jul/2026:03:42:56 +0000] "GET /_next/static/chunks/3409-8ef2b4bfa1b143f3.js HTTP/2.0" 200 3342 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
162.158.187.157 - - [07/Jul/2026:03:42:57 +0000] "GET /_next/static/chunks/6721-5f0f28ccbb64be9c.js HTTP/2.0" 200 2920 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.215.45 - - [07/Jul/2026:03:42:57 +0000] "GET /_next/static/chunks/8086-ccf687205f7bdb21.js HTTP/2.0" 200 14122 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.214.94 - - [07/Jul/2026:03:42:57 +0000] "GET /_next/static/chunks/app/layout-1add50738d1a7e62.js HTTP/2.0" 200 9969 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.207.149 - - [07/Jul/2026:03:42:59 +0000] "GET /login HTTP/2.0" 200 3327 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.207.149 - - [07/Jul/2026:03:43:01 +0000] "GET /api/auth/oidc/login?returnTo=%2F HTTP/2.0" 307 0 "https://app-stage.phishsense.cloud/login" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.207.149 - - [07/Jul/2026:03:43:10 +0000] "GET /oidc/callback?code=7JeSRu8uDffqPFvLEGgKhHLUUsiF3lkv2a7ZRkewXlrv_A6jIDwYqQeVwGHnbFnqqa3Z3TdWsQtwcX5Zc9Xva198DG9v8DHwsBTaDjtHLPlh02w5QSTc4yWw733OjbeB&state=_zp5vz8OMa86VRVCQ7xqCJcuLi7_TNKyaUE2yS7rMZI HTTP/2.0" 307 0 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
141.101.85.86 - - [07/Jul/2026:03:43:10 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.70.207.149 - - [07/Jul/2026:03:43:11 +0000] "GET / HTTP/2.0" 200 3348 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
162.158.187.145 - - [07/Jul/2026:03:43:11 +0000] "GET /_next/static/chunks/app/page-d1e8d6e5a2633f6a.js HTTP/2.0" 200 7403 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.64.217.31 - - [07/Jul/2026:03:43:11 +0000] "GET /_next/static/chunks/9648-7b0c9e21079a307e.js HTTP/2.0" 200 7319 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.64.217.160 - - [07/Jul/2026:03:43:11 +0000] "GET /_next/static/chunks/2237-a31810fd8e75df24.js HTTP/2.0" 200 8173 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
162.158.90.130 - - [07/Jul/2026:03:43:11 +0000] "GET /_next/static/chunks/9175-1f716eb498aa2fcb.js HTTP/2.0" 200 100740 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.207.149 - - [07/Jul/2026:03:43:12 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.207.149 - - [07/Jul/2026:03:43:12 +0000] "GET /api/auth/session HTTP/2.0" 200 362 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
141.101.85.86 - - [07/Jul/2026:03:43:12 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.70.207.149 - - [07/Jul/2026:03:43:12 +0000] "GET /api/projects HTTP/2.0" 200 17682 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
141.101.85.86 - - [07/Jul/2026:03:43:12 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.70.207.149 - - [07/Jul/2026:03:43:12 +0000] "GET /projects?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 133 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
141.101.85.86 - - [07/Jul/2026:03:43:12 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
162.158.138.9 - - [07/Jul/2026:03:43:12 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
162.158.138.8 - - [07/Jul/2026:03:43:12 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.70.207.149 - - [07/Jul/2026:03:43:12 +0000] "GET /targets?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 132 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.207.149 - - [07/Jul/2026:03:43:12 +0000] "GET /projects/new?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 137 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.207.149 - - [07/Jul/2026:03:43:12 +0000] "GET /training-pages?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 139 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
141.101.85.86 - - [07/Jul/2026:03:43:12 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.70.207.149 - - [07/Jul/2026:03:43:12 +0000] "GET /templates?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 134 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
141.101.85.86 - - [07/Jul/2026:03:43:13 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.70.207.149 - - [07/Jul/2026:03:43:13 +0000] "GET /security-education/contents?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 149 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
141.101.85.86 - - [07/Jul/2026:03:43:13 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
162.158.138.9 - - [07/Jul/2026:03:43:13 +0000] "GET /api/auth/platform-context HTTP/2.0" 200 1127 "-" "Next.js Middleware"
172.70.207.149 - - [07/Jul/2026:03:43:13 +0000] "GET /reports/settings?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 140 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
172.70.207.149 - - [07/Jul/2026:03:43:13 +0000] "GET /admin/smtp?_rsc=1p-R_iEY6bj0jY31 HTTP/2.0" 200 135 "https://app-stage.phishsense.cloud/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/149.0.0.0 Safari/537.36"
